order.id;order.line;order.date;customer.id;product.id;quantity
21;1;01-02-2011;17;51;1
21;2;01-02-2011;17;3;4
21;3;01-02-2011;17;61;1
21;4;01-02-2011;17;26;1
21;5;01-02-2011;17;65;1
22;1;01-02-2011;21;33;2
22;2;01-02-2011;21;36;1
22;3;01-02-2011;21;74;1
22;4;01-02-2011;21;37;1
22;5;01-02-2011;21;87;3
22;6;01-02-2011;21;24;1
22;7;01-02-2011;21;43;2
22;8;01-02-2011;21;79;1
22;9;01-02-2011;21;28;1
22;10;01-02-2011;21;10;2
23;1;04-02-2011;8;48;1
23;2;04-02-2011;8;71;1
23;3;04-02-2011;8;92;1
23;4;04-02-2011;8;30;1
23;5;04-02-2011;8;42;1
24;1;07-02-2011;22;40;1
24;2;07-02-2011;22;29;7
24;3;07-02-2011;22;2;3
24;4;07-02-2011;22;37;1
24;5;07-02-2011;22;6;1
24;6;07-02-2011;22;73;1
24;7;07-02-2011;22;42;2
24;8;07-02-2011;22;97;1
24;9;07-02-2011;22;92;1
24;10;07-02-2011;22;18;1
24;11;07-02-2011;22;12;1
25;1;07-02-2011;14;16;1
25;2;07-02-2011;14;13;1
25;3;07-02-2011;14;71;1
26;1;09-02-2011;3;13;1
27;1;10-02-2011;10;8;1
27;2;10-02-2011;10;79;1
27;3;10-02-2011;10;20;1
27;4;10-02-2011;10;92;2
27;5;10-02-2011;10;71;1
27;6;10-02-2011;10;70;1
27;7;10-02-2011;10;78;3
27;8;10-02-2011;10;89;1
27;9;10-02-2011;10;80;1
27;10;10-02-2011;10;61;1
27;11;10-02-2011;10;69;1
27;12;10-02-2011;10;40;2
28;1;10-02-2011;2;47;1
28;2;10-02-2011;2;79;1
28;3;10-02-2011;2;61;1
28;4;10-02-2011;2;97;1
28;5;10-02-2011;2;66;2
28;6;10-02-2011;2;5;1
28;7;10-02-2011;2;58;1
28;8;10-02-2011;2;89;1
28;9;10-02-2011;2;7;1
28;10;10-02-2011;2;72;1
28;11;10-02-2011;2;6;1
28;12;10-02-2011;2;25;1
28;13;10-02-2011;2;75;1
28;14;10-02-2011;2;38;1
28;15;10-02-2011;2;62;1
28;16;10-02-2011;2;60;1
28;17;10-02-2011;2;52;1
28;18;10-02-2011;2;12;2
28;19;10-02-2011;2;15;1
29;1;11-02-2011;2;79;1
29;2;11-02-2011;2;69;1
29;3;11-02-2011;2;66;1
29;4;11-02-2011;2;54;1
29;5;11-02-2011;2;3;1
30;1;14-02-2011;22;9;3
30;2;14-02-2011;22;7;1
31;1;15-02-2011;2;65;1
31;2;15-02-2011;2;71;1
31;3;15-02-2011;2;82;1
31;4;15-02-2011;2;50;1
32;1;15-02-2011;16;19;2
32;2;15-02-2011;16;45;1
32;3;15-02-2011;16;53;1
32;4;15-02-2011;16;34;1
32;5;15-02-2011;16;71;1
32;6;15-02-2011;16;69;1
32;7;15-02-2011;16;28;1
32;8;15-02-2011;16;12;2
32;9;15-02-2011;16;75;6
32;10;15-02-2011;16;7;1
32;11;15-02-2011;16;76;1
32;12;15-02-2011;16;80;3
32;13;15-02-2011;16;44;1
32;14;15-02-2011;16;56;1
32;15;15-02-2011;16;91;1
32;16;15-02-2011;16;60;1
32;17;15-02-2011;16;26;1
32;18;15-02-2011;16;15;1
32;19;15-02-2011;16;46;1
32;20;15-02-2011;16;82;3
32;21;15-02-2011;16;73;2
32;22;15-02-2011;16;85;1
32;23;15-02-2011;16;16;1
33;1;15-02-2011;8;97;2
33;2;15-02-2011;8;93;1
34;1;16-02-2011;10;97;1
34;2;16-02-2011;10;2;1
34;3;16-02-2011;10;19;1
34;4;16-02-2011;10;71;1
34;5;16-02-2011;10;94;1
34;6;16-02-2011;10;41;1
34;7;16-02-2011;10;72;1
34;8;16-02-2011;10;30;1
34;9;16-02-2011;10;90;1
34;10;16-02-2011;10;47;2
34;11;16-02-2011;10;92;1
34;12;16-02-2011;10;55;1
34;13;16-02-2011;10;14;1
34;14;16-02-2011;10;95;1
34;15;16-02-2011;10;76;1
34;16;16-02-2011;10;42;1
34;17;16-02-2011;10;9;3
34;18;16-02-2011;10;89;1
34;19;16-02-2011;10;83;1
34;20;16-02-2011;10;84;1
34;21;16-02-2011;10;93;1
34;22;16-02-2011;10;18;1
34;23;16-02-2011;10;13;1
34;24;16-02-2011;10;96;1
34;25;16-02-2011;10;56;1
35;1;17-02-2011;20;12;2
35;2;17-02-2011;20;77;1
35;3;17-02-2011;20;86;1
35;4;17-02-2011;20;74;1
35;5;17-02-2011;20;36;1
35;6;17-02-2011;20;90;1
35;7;17-02-2011;20;18;3
35;8;17-02-2011;20;46;1
35;9;17-02-2011;20;1;1
36;1;18-02-2011;30;75;1
36;2;18-02-2011;30;24;1
36;3;18-02-2011;30;39;1
36;4;18-02-2011;30;69;1
36;5;18-02-2011;30;86;1
36;6;18-02-2011;30;47;1
36;7;18-02-2011;30;72;1
36;8;18-02-2011;30;81;1
36;9;18-02-2011;30;79;1
36;10;18-02-2011;30;54;1
36;11;18-02-2011;30;63;3
36;12;18-02-2011;30;27;1
36;13;18-02-2011;30;68;1
36;14;18-02-2011;30;74;2
36;15;18-02-2011;30;66;2
36;16;18-02-2011;30;85;1
36;17;18-02-2011;30;26;1
36;18;18-02-2011;30;53;1
36;19;18-02-2011;30;78;1
36;20;18-02-2011;30;57;1
37;1;18-02-2011;8;83;2
38;1;21-02-2011;5;1;1
38;2;21-02-2011;5;39;1
38;3;21-02-2011;5;2;1
38;4;21-02-2011;5;14;2
38;5;21-02-2011;5;53;1
38;6;21-02-2011;5;54;1
38;7;21-02-2011;5;36;2
39;1;22-02-2011;10;70;3
39;2;22-02-2011;10;96;1
39;3;22-02-2011;10;87;1
39;4;22-02-2011;10;79;1
39;5;22-02-2011;10;65;1
39;6;22-02-2011;10;46;1
39;7;22-02-2011;10;72;1
39;8;22-02-2011;10;58;1
39;9;22-02-2011;10;52;1
39;10;22-02-2011;10;57;1
39;11;22-02-2011;10;66;1
39;12;22-02-2011;10;61;1
39;13;22-02-2011;10;80;1
39;14;22-02-2011;10;90;1
39;15;22-02-2011;10;73;1
39;16;22-02-2011;10;6;1
39;17;22-02-2011;10;41;1
39;18;22-02-2011;10;74;1
39;19;22-02-2011;10;9;3
39;20;22-02-2011;10;50;1
39;21;22-02-2011;10;63;1
39;22;22-02-2011;10;20;1
39;23;22-02-2011;10;83;1
39;24;22-02-2011;10;93;1
39;25;22-02-2011;10;44;1
39;26;22-02-2011;10;42;1
39;27;22-02-2011;10;71;1
39;28;22-02-2011;10;86;1
39;29;22-02-2011;10;97;1
40;1;22-02-2011;14;73;1
41;1;22-02-2011;13;29;1
41;2;22-02-2011;13;65;2
42;1;22-02-2011;13;75;1
42;2;22-02-2011;13;95;3
42;3;22-02-2011;13;42;1
42;4;22-02-2011;13;90;1
42;5;22-02-2011;13;25;4
42;6;22-02-2011;13;7;1
42;7;22-02-2011;13;24;1
42;8;22-02-2011;13;15;1
42;9;22-02-2011;13;5;3
42;10;22-02-2011;13;1;1
42;11;22-02-2011;13;17;2
42;12;22-02-2011;13;2;1
42;13;22-02-2011;13;72;1
42;14;22-02-2011;13;18;1
42;15;22-02-2011;13;41;1
42;16;22-02-2011;13;71;1
42;17;22-02-2011;13;52;1
42;18;22-02-2011;13;44;1
43;1;28-02-2011;24;18;1
43;2;28-02-2011;24;84;1
43;3;28-02-2011;24;65;1
43;4;28-02-2011;24;70;1
43;5;28-02-2011;24;37;6
43;6;28-02-2011;24;88;1
43;7;28-02-2011;24;73;7
43;8;28-02-2011;24;19;1
43;9;28-02-2011;24;61;1
43;10;28-02-2011;24;23;1
43;11;28-02-2011;24;31;2
43;12;28-02-2011;24;71;1
43;13;28-02-2011;24;50;1
44;1;28-02-2011;16;34;1
44;2;28-02-2011;16;41;1
44;3;28-02-2011;16;19;1
44;4;28-02-2011;16;44;1
44;5;28-02-2011;16;89;1
44;6;28-02-2011;16;71;1
44;7;28-02-2011;16;95;1
44;8;28-02-2011;16;65;1
44;9;28-02-2011;16;79;1
44;10;28-02-2011;16;36;1
44;11;28-02-2011;16;90;1
44;12;28-02-2011;16;77;1
44;13;28-02-2011;16;48;1
44;14;28-02-2011;16;96;1
44;15;28-02-2011;16;18;1
45;1;28-02-2011;2;27;3
45;2;28-02-2011;2;63;1
45;3;28-02-2011;2;64;1
45;4;28-02-2011;2;50;1
45;5;28-02-2011;2;54;1
45;6;28-02-2011;2;67;1
46;1;28-02-2011;8;76;1
46;2;28-02-2011;8;61;1
46;3;28-02-2011;8;47;1
46;4;28-02-2011;8;65;2
47;1;03-03-2011;10;8;1
47;2;03-03-2011;10;65;5
47;3;03-03-2011;10;28;1
47;4;03-03-2011;10;21;1
47;5;03-03-2011;10;51;1
47;6;03-03-2011;10;67;1
47;7;03-03-2011;10;93;1
47;8;03-03-2011;10;75;1
47;9;03-03-2011;10;84;1
47;10;03-03-2011;10;35;1
47;11;03-03-2011;10;86;1
47;12;03-03-2011;10;52;1
47;13;03-03-2011;10;91;3
48;1;03-03-2011;30;76;1
48;2;03-03-2011;30;47;1
48;3;03-03-2011;30;51;1
48;4;03-03-2011;30;50;1
48;5;03-03-2011;30;48;1
48;6;03-03-2011;30;59;1
48;7;03-03-2011;30;21;1
48;8;03-03-2011;30;74;1
48;9;03-03-2011;30;39;1
48;10;03-03-2011;30;62;1
48;11;03-03-2011;30;23;1
48;12;03-03-2011;30;52;1
48;13;03-03-2011;30;4;1
48;14;03-03-2011;30;77;1
48;15;03-03-2011;30;26;1
48;16;03-03-2011;30;1;1
48;17;03-03-2011;30;12;1
48;18;03-03-2011;30;90;1
48;19;03-03-2011;30;54;4
49;1;08-03-2011;11;7;1
50;1;09-03-2011;10;52;1
50;2;09-03-2011;10;97;1
51;1;10-03-2011;10;7;3
51;2;10-03-2011;10;96;1
52;1;10-03-2011;13;46;1
53;1;10-03-2011;17;19;1
54;1;11-03-2011;7;65;1
54;2;11-03-2011;7;11;1
55;1;11-03-2011;13;37;1
55;2;11-03-2011;13;29;1
55;3;11-03-2011;13;13;1
55;4;11-03-2011;13;93;1
55;5;11-03-2011;13;27;1
55;6;11-03-2011;13;44;1
56;1;15-03-2011;11;30;1
56;2;15-03-2011;11;54;1
57;1;15-03-2011;17;3;1
58;1;16-03-2011;20;72;2
59;1;18-03-2011;17;39;2
59;2;18-03-2011;17;9;1
59;3;18-03-2011;17;82;1
59;4;18-03-2011;17;58;1
59;5;18-03-2011;17;34;1
59;6;18-03-2011;17;59;2
60;1;21-03-2011;9;60;1
61;1;22-03-2011;5;40;3
61;2;22-03-2011;5;67;1
61;3;22-03-2011;5;12;1
61;4;22-03-2011;5;13;1
62;1;22-03-2011;5;51;1
62;2;22-03-2011;5;40;2
62;3;22-03-2011;5;8;1
62;4;22-03-2011;5;58;1
62;5;22-03-2011;5;27;2
62;6;22-03-2011;5;38;1
62;7;22-03-2011;5;36;1
63;1;22-03-2011;25;76;1
63;2;22-03-2011;25;35;7
63;3;22-03-2011;25;13;1
63;4;22-03-2011;25;44;1
63;5;22-03-2011;25;1;2
63;6;22-03-2011;25;79;1
63;7;22-03-2011;25;32;1
63;8;22-03-2011;25;16;1
63;9;22-03-2011;25;24;1
63;10;22-03-2011;25;15;4
63;11;22-03-2011;25;29;1
63;12;22-03-2011;25;45;3
63;13;22-03-2011;25;23;1
63;14;22-03-2011;25;89;2
63;15;22-03-2011;25;26;1
63;16;22-03-2011;25;20;1
63;17;22-03-2011;25;9;1
63;18;22-03-2011;25;70;1
63;19;22-03-2011;25;4;1
63;20;22-03-2011;25;43;1
63;21;22-03-2011;25;6;1
63;22;22-03-2011;25;38;1
63;23;22-03-2011;25;36;1
63;24;22-03-2011;25;37;1
63;25;22-03-2011;25;2;1
63;26;22-03-2011;25;5;1
64;1;23-03-2011;15;32;1
64;2;23-03-2011;15;89;1
64;3;23-03-2011;15;45;1
64;4;23-03-2011;15;84;1
64;5;23-03-2011;15;15;2
64;6;23-03-2011;15;90;1
64;7;23-03-2011;15;95;1
64;8;23-03-2011;15;43;1
65;1;23-03-2011;28;23;1
65;2;23-03-2011;28;61;2
65;3;23-03-2011;28;26;1
66;1;23-03-2011;6;78;2
66;2;23-03-2011;6;48;1
67;1;24-03-2011;10;19;2
67;2;24-03-2011;10;91;1
67;3;24-03-2011;10;75;1
68;1;25-03-2011;16;82;1
68;2;25-03-2011;16;75;1
68;3;25-03-2011;16;15;1
69;1;28-03-2011;19;10;1
70;1;28-03-2011;1;74;1
70;2;28-03-2011;1;72;1
70;3;28-03-2011;1;27;1
70;4;28-03-2011;1;59;7
70;5;28-03-2011;1;91;1
70;6;28-03-2011;1;93;1
70;7;28-03-2011;1;60;1
70;8;28-03-2011;1;62;1
70;9;28-03-2011;1;83;1
71;1;31-03-2011;8;92;1
71;2;31-03-2011;8;51;7
71;3;31-03-2011;8;73;1
72;1;01-04-2011;1;4;1
72;2;01-04-2011;1;39;1
73;1;05-04-2011;9;95;1
73;2;05-04-2011;9;29;3
73;3;05-04-2011;9;40;1
73;4;05-04-2011;9;76;1
73;5;05-04-2011;9;20;8
73;6;05-04-2011;9;71;1
74;1;05-04-2011;28;60;1
74;2;05-04-2011;28;42;1
74;3;05-04-2011;28;26;1
74;4;05-04-2011;28;67;1
74;5;05-04-2011;28;83;1
74;6;05-04-2011;28;28;1
74;7;05-04-2011;28;39;7
74;8;05-04-2011;28;85;1
74;9;05-04-2011;28;61;1
74;10;05-04-2011;28;65;1
74;11;05-04-2011;28;59;1
74;12;05-04-2011;28;17;1
74;13;05-04-2011;28;68;1
74;14;05-04-2011;28;55;1
74;15;05-04-2011;28;27;1
74;16;05-04-2011;28;18;1
74;17;05-04-2011;28;3;1
74;18;05-04-2011;28;11;1
74;19;05-04-2011;28;7;1
74;20;05-04-2011;28;25;1
74;21;05-04-2011;28;44;1
74;22;05-04-2011;28;14;1
74;23;05-04-2011;28;54;3
74;24;05-04-2011;28;43;1
74;25;05-04-2011;28;24;1
74;26;05-04-2011;28;31;1
74;27;05-04-2011;28;30;1
75;1;06-04-2011;5;6;4
75;2;06-04-2011;5;13;1
75;3;06-04-2011;5;61;1
75;4;06-04-2011;5;24;1
75;5;06-04-2011;5;7;1
75;6;06-04-2011;5;2;1
75;7;06-04-2011;5;18;1
75;8;06-04-2011;5;63;1
76;1;06-04-2011;8;82;3
76;2;06-04-2011;8;15;1
76;3;06-04-2011;8;70;1
76;4;06-04-2011;8;87;1
76;5;06-04-2011;8;55;1
76;6;06-04-2011;8;7;1
76;7;06-04-2011;8;72;2
77;1;06-04-2011;10;72;1
77;2;06-04-2011;10;31;1
77;3;06-04-2011;10;20;1
77;4;06-04-2011;10;33;1
77;5;06-04-2011;10;30;2
77;6;06-04-2011;10;75;2
77;7;06-04-2011;10;41;1
77;8;06-04-2011;10;42;1
77;9;06-04-2011;10;83;1
77;10;06-04-2011;10;70;2
77;11;06-04-2011;10;9;2
77;12;06-04-2011;10;23;2
77;13;06-04-2011;10;91;1
77;14;06-04-2011;10;89;1
77;15;06-04-2011;10;97;1
77;16;06-04-2011;10;77;1
77;17;06-04-2011;10;48;1
78;1;07-04-2011;8;14;2
78;2;07-04-2011;8;10;1
78;3;07-04-2011;8;53;4
78;4;07-04-2011;8;15;1
78;5;07-04-2011;8;20;2
78;6;07-04-2011;8;93;1
78;7;07-04-2011;8;50;1
78;8;07-04-2011;8;92;1
78;9;07-04-2011;8;79;1
78;10;07-04-2011;8;97;2
78;11;07-04-2011;8;37;1
78;12;07-04-2011;8;47;1
79;1;07-04-2011;22;91;2
79;2;07-04-2011;22;17;2
79;3;07-04-2011;22;4;1
79;4;07-04-2011;22;1;2
79;5;07-04-2011;22;26;1
79;6;07-04-2011;22;19;1
79;7;07-04-2011;22;31;3
79;8;07-04-2011;22;22;1
79;9;07-04-2011;22;80;1
79;10;07-04-2011;22;2;1
79;11;07-04-2011;22;34;1
79;12;07-04-2011;22;44;1
79;13;07-04-2011;22;30;1
79;14;07-04-2011;22;65;1
79;15;07-04-2011;22;35;1
79;16;07-04-2011;22;38;1
80;1;08-04-2011;21;17;1
81;1;11-04-2011;17;38;1
81;2;11-04-2011;17;74;1
81;3;11-04-2011;17;62;1
81;4;11-04-2011;17;13;1
82;1;12-04-2011;11;10;1
82;2;12-04-2011;11;29;2
82;3;12-04-2011;11;40;1
82;4;12-04-2011;11;35;2
82;5;12-04-2011;11;31;1
82;6;12-04-2011;11;56;4
83;1;12-04-2011;11;77;1
83;2;12-04-2011;11;91;1
83;3;12-04-2011;11;88;1
83;4;12-04-2011;11;38;1
83;5;12-04-2011;11;36;3
83;6;12-04-2011;11;18;2
83;7;12-04-2011;11;45;1
83;8;12-04-2011;11;16;1
83;9;12-04-2011;11;47;1
83;10;12-04-2011;11;51;1
83;11;12-04-2011;11;33;1
83;12;12-04-2011;11;89;1
83;13;12-04-2011;11;66;1
83;14;12-04-2011;11;81;1
83;15;12-04-2011;11;8;1
83;16;12-04-2011;11;93;2
83;17;12-04-2011;11;34;1
83;18;12-04-2011;11;86;1
83;19;12-04-2011;11;59;1
83;20;12-04-2011;11;52;1
83;21;12-04-2011;11;76;2
83;22;12-04-2011;11;83;1
84;1;12-04-2011;27;62;1
84;2;12-04-2011;27;17;2
84;3;12-04-2011;27;47;1
84;4;12-04-2011;27;60;1
84;5;12-04-2011;27;9;1
84;6;12-04-2011;27;42;1
84;7;12-04-2011;27;10;1
84;8;12-04-2011;27;8;1
84;9;12-04-2011;27;46;1
84;10;12-04-2011;27;71;1
84;11;12-04-2011;27;28;1
84;12;12-04-2011;27;1;1
84;13;12-04-2011;27;23;1
84;14;12-04-2011;27;83;2
84;15;12-04-2011;27;14;1
84;16;12-04-2011;27;94;2
84;17;12-04-2011;27;93;1
84;18;12-04-2011;27;16;1
84;19;12-04-2011;27;29;1
84;20;12-04-2011;27;19;1
84;21;12-04-2011;27;90;1
84;22;12-04-2011;27;37;1
84;23;12-04-2011;27;95;1
84;24;12-04-2011;27;69;1
84;25;12-04-2011;27;54;1
84;26;12-04-2011;27;84;2
84;27;12-04-2011;27;58;1
84;28;12-04-2011;27;5;1
85;1;12-04-2011;10;59;1
86;1;13-04-2011;21;54;2
86;2;13-04-2011;21;36;1
86;3;13-04-2011;21;76;1
86;4;13-04-2011;21;29;1
86;5;13-04-2011;21;21;1
86;6;13-04-2011;21;80;1
87;1;13-04-2011;16;14;1
87;2;13-04-2011;16;80;1
87;3;13-04-2011;16;78;1
87;4;13-04-2011;16;6;6
87;5;13-04-2011;16;65;1
87;6;13-04-2011;16;90;1
87;7;13-04-2011;16;9;1
87;8;13-04-2011;16;31;2
87;9;13-04-2011;16;67;1
87;10;13-04-2011;16;35;1
87;11;13-04-2011;16;92;1
88;1;13-04-2011;13;14;1
89;1;14-04-2011;10;79;1
89;2;14-04-2011;10;18;1
90;1;14-04-2011;10;85;1
90;2;14-04-2011;10;19;2
90;3;14-04-2011;10;97;2
90;4;14-04-2011;10;33;1
90;5;14-04-2011;10;76;1
90;6;14-04-2011;10;69;1
90;7;14-04-2011;10;94;1
90;8;14-04-2011;10;93;1
90;9;14-04-2011;10;7;2
90;10;14-04-2011;10;59;1
90;11;14-04-2011;10;66;1
91;1;14-04-2011;22;20;1
91;2;14-04-2011;22;14;1
91;3;14-04-2011;22;7;1
91;4;14-04-2011;22;6;1
91;5;14-04-2011;22;65;1
91;6;14-04-2011;22;28;1
91;7;14-04-2011;22;74;1
91;8;14-04-2011;22;33;1
91;9;14-04-2011;22;46;3
91;10;14-04-2011;22;1;1
91;11;14-04-2011;22;55;1
91;12;14-04-2011;22;13;6
91;13;14-04-2011;22;43;1
91;14;14-04-2011;22;41;1
91;15;14-04-2011;22;10;1
91;16;14-04-2011;22;84;1
91;17;14-04-2011;22;18;1
91;18;14-04-2011;22;79;1
91;19;14-04-2011;22;39;2
91;20;14-04-2011;22;37;6
91;21;14-04-2011;22;31;1
92;1;14-04-2011;30;74;1
93;1;14-04-2011;6;24;1
93;2;14-04-2011;6;5;1
94;1;15-04-2011;8;9;2
94;2;15-04-2011;8;85;1
94;3;15-04-2011;8;81;1
95;1;18-04-2011;8;91;2
95;2;18-04-2011;8;48;1
95;3;18-04-2011;8;95;1
95;4;18-04-2011;8;79;2
95;5;18-04-2011;8;60;1
95;6;18-04-2011;8;76;1
95;7;18-04-2011;8;90;1
95;8;18-04-2011;8;92;1
95;9;18-04-2011;8;8;1
95;10;18-04-2011;8;77;2
95;11;18-04-2011;8;13;1
95;12;18-04-2011;8;64;1
95;13;18-04-2011;8;71;2
95;14;18-04-2011;8;58;2
95;15;18-04-2011;8;80;1
95;16;18-04-2011;8;28;1
95;17;18-04-2011;8;20;1
95;18;18-04-2011;8;52;1
95;19;18-04-2011;8;57;1
95;20;18-04-2011;8;87;1
95;21;18-04-2011;8;17;1
96;1;18-04-2011;28;10;1
96;2;18-04-2011;28;64;1
96;3;18-04-2011;28;74;10
97;1;18-04-2011;2;58;1
97;2;18-04-2011;2;78;1
97;3;18-04-2011;2;44;1
97;4;18-04-2011;2;83;2
98;1;18-04-2011;8;57;4
99;1;19-04-2011;10;48;1
100;1;19-04-2011;10;73;1
100;2;19-04-2011;10;61;1
100;3;19-04-2011;10;49;1
100;4;19-04-2011;10;95;1
100;5;19-04-2011;10;59;1
100;6;19-04-2011;10;60;1
100;7;19-04-2011;10;42;1
100;8;19-04-2011;10;93;1
100;9;19-04-2011;10;53;2
100;10;19-04-2011;10;80;2
100;11;19-04-2011;10;68;4
100;12;19-04-2011;10;36;1
101;1;20-04-2011;10;65;2
101;2;20-04-2011;10;95;2
102;1;21-04-2011;10;49;1
102;2;21-04-2011;10;59;1
102;3;21-04-2011;10;46;1
103;1;21-04-2011;2;57;1
104;1;22-04-2011;29;19;1
104;2;22-04-2011;29;97;1
105;1;22-04-2011;6;7;1
105;2;22-04-2011;6;73;1
105;3;22-04-2011;6;4;1
105;4;22-04-2011;6;14;1
105;5;22-04-2011;6;46;1
106;1;22-04-2011;16;61;1
106;2;22-04-2011;16;6;1
106;3;22-04-2011;16;37;1
106;4;22-04-2011;16;91;1
106;5;22-04-2011;16;92;1
106;6;22-04-2011;16;29;1
106;7;22-04-2011;16;28;1
106;8;22-04-2011;16;33;2
106;9;22-04-2011;16;35;1
107;1;25-04-2011;10;60;1
107;2;25-04-2011;10;89;1
107;3;25-04-2011;10;58;1
107;4;25-04-2011;10;95;1
107;5;25-04-2011;10;76;1
107;6;25-04-2011;10;51;1
107;7;25-04-2011;10;92;1
107;8;25-04-2011;10;69;2
107;9;25-04-2011;10;50;1
107;10;25-04-2011;10;79;1
107;11;25-04-2011;10;94;1
107;12;25-04-2011;10;88;1
107;13;25-04-2011;10;80;2
107;14;25-04-2011;10;63;1
107;15;25-04-2011;10;75;1
107;16;25-04-2011;10;42;1
107;17;25-04-2011;10;14;1
107;18;25-04-2011;10;46;1
107;19;25-04-2011;10;27;1
107;20;25-04-2011;10;70;2
107;21;25-04-2011;10;65;1
107;22;25-04-2011;10;84;2
107;23;25-04-2011;10;48;1
107;24;25-04-2011;10;72;1
107;25;25-04-2011;10;64;1
107;26;25-04-2011;10;52;1
107;27;25-04-2011;10;44;2
108;1;25-04-2011;10;75;2
108;2;25-04-2011;10;90;1
108;3;25-04-2011;10;92;1
108;4;25-04-2011;10;67;1
108;5;25-04-2011;10;59;1
108;6;25-04-2011;10;54;1
108;7;25-04-2011;10;83;1
108;8;25-04-2011;10;71;1
108;9;25-04-2011;10;84;1
109;1;26-04-2011;11;14;1
110;1;26-04-2011;15;12;1
110;2;26-04-2011;15;29;1
110;3;26-04-2011;15;73;1
110;4;26-04-2011;15;24;1
110;5;26-04-2011;15;79;2
111;1;26-04-2011;10;53;1
111;2;26-04-2011;10;30;1
111;3;26-04-2011;10;65;2
111;4;26-04-2011;10;60;1
111;5;26-04-2011;10;93;1
111;6;26-04-2011;10;70;2
111;7;26-04-2011;10;89;1
111;8;26-04-2011;10;51;1
111;9;26-04-2011;10;75;8
111;10;26-04-2011;10;87;1
111;11;26-04-2011;10;63;1
111;12;26-04-2011;10;74;1
111;13;26-04-2011;10;79;1
111;14;26-04-2011;10;78;1
111;15;26-04-2011;10;76;1
